PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
263,2/8/2023,1,7,1000103199,Right,T_A,1000064785,Right,T_B,10,Top,0,3,2,3-2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,89.33762,-2.009103,-3.326507,1656.425086,191.041452,12:15,5.82407,0.74946,6.20488,-19.5756,15.27733,2.75492,2.33444,-2.09485,81.39639,-5.720046,-2.830419,0.424904,,,,,,,,,,,,-2.39642,8.84705,-0.50074,50,5.66301,7.41463,-129.50419,-5.11717,-4.04976,28.28627,-17.22321,88.70809,,7.94123,,,,1000103236,Right,54.29233,-130.43835,14.14314,5.82261,-4.54837,-8.6116,-0.74782,7.54837,-2.02488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
264,2/8/2023,2,1,1000103199,Right,T_A,1000187793,Left,T_B,10,Top,0,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.61676,-0.924852,-1.534673,1702.137243,196.795597,12:30,5.8299,1.12156,6.05306,-20.77745,14.8778,4.12118,3.24196,0.04406,80.33198,-4.866893,-0.792951,0.429767,,,,,,,,,,,,-2.58445,8.30115,-1.0044,50,5.74687,3.27367,-128.60238,-2.69679,-4.28782,28.99128,-18.40172,87.70435,,8.28478,,,,1000103236,Right,54.44349,-129.60021,14.49564,5.82879,-2.06343,-9.20086,-1.11961,3.42125,-2.14391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
265,2/8/2023,2,2,1000103199,Right,T_A,1000187793,Left,T_B,10,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,82.75021,-3.381621,-1.653758,1556.803161,228.36432,1:30,5.55229,1.30255,6.67139,-28.95494,11.01737,10.86461,0.04072,0.69452,75.67768,-8.823376,0.328346,0.455042,,,,,,,,,,,,-6.25154,7.24481,-1.1958,50,5.31398,3.08964,-120.06999,-7.87064,-9.04903,25.08613,-21.68723,82.83294,,7.07253,,,,1000103236,Right,53.82728,-120.86698,12.54306,5.55309,-7.18164,-10.84362,-1.29852,3.37713,-4.52451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.71354,,,,,,,0.98317,5.68789,0.43825,,,,1.08266,109.21998,-11.15818,5.72522,8.80893,-13.37092,0.38196,-5.02972,4.15168,High,High,High,,,High,High,High,v3
266,2/8/2023,2,3,1000103199,Right,T_A,1000187793,Left,T_B,10,Top,0,1,1,1-1,ChangeUp,Changeup,InPlay,Undefined,Bunt,,Single,0,0,80.97109,-0.426303,-2.243871,1394.085689,247.580101,2:15,5.5997,1.27076,6.68085,-34.47986,6.90815,13.55544,2.33613,0.34683,74.20055,-6.908031,0.226517,0.463029,,,,,,,,,,,,-7.85126,4.13984,-1.12598,50,5.55743,4.16025,-117.73333,-1.80638,-10.9864,22.987,-26.38111,81.40398,,6.77054,,,,1000103236,Right,53.81963,-118.47675,11.4935,5.60205,-0.95319,-13.19055,-1.26628,4.51555,-5.4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
267,2/8/2023,3,1,1000103199,Right,T_A,1000110355,Right,T_B,10,Top,0,0,0,0-0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,78.37249,1.65542,-0.630833,1848.650212,74.746293,8:30,5.90375,0.98859,5.27925,-46.61329,-0.16913,-5.8002,3.57456,-0.08725,71.99655,-6.834722,-1.660473,0.490498,,,,,,,,,,,,2.72323,-0.08346,-0.92665,50,6.02063,1.48577,-113.76631,1.67517,3.57679,20.44734,-32.28366,76.84527,,6.37594,,,,1000103236,Right,55.22011,-114.70069,10.22367,5.91037,3.15043,-16.14183,-0.99081,1.32232,1.7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
268,2/8/2023,3,2,1000103199,Right,T_A,1000110355,Right,T_B,10,Top,0,1,0,1-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.4344,-0.249135,-2.391494,1579.77642,179.343669,12:00,5.86857,1.01649,5.88518,-22.36836,15.06489,-0.15909,3.77299,-1.2188,78.98881,-4.455927,-2.419996,0.440352,,,,,,,,,,,,-0.58551,8.13819,-0.82338,50,5.83558,5.24624,-125.46108,-1.23089,-0.93297,25.44432,-19.2061,85.59614,,7.44559,,,,1000103236,Right,54.6125,-126.39307,12.72216,5.86779,-0.5274,-9.60305,-1.01617,5.28041,-0.46649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
269,2/8/2023,3,3,1000103199,Right,T_A,1000110355,Right,T_B,10,Top,0,2,0,2-0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.85929,-0.841236,-1.938802,1932.64667,73.49168,8:30,5.74466,0.96135,5.15758,-48.1155,-0.49555,-6.86855,0.94266,-1.43672,71.57277,-9.539688,-3.156516,0.496668,,,,,,,,,,,,2.87315,0.4213,-0.77473,50,5.62903,4.09441,-112.91088,-3.32641,3.68872,21.61391,-31.63314,75.89065,,6.28652,,,,1000103236,Right,55.34223,-113.92893,10.80696,5.75062,-1.83645,-15.81657,-0.96349,3.92066,1.84436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
270,2/8/2023,3,4,1000103199,Right,T_A,1000110355,Right,T_B,10,Top,0,3,0,3-0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,78.28649,0.390845,-0.885146,1912.412399,71.70124,8:30,5.79807,1.14017,5.19557,-48.5316,-1.09303,-8.38457,2.12147,-0.39121,71.06065,-8.447288,-2.37281,0.495721,,,,,,,,,,,,3.8852,-0.15756,-1.05155,50,5.79787,2.09574,-113.46005,-0.92191,4.98792,23.68916,-32.37634,76.0356,,7.22584,,,,1000103236,Right,55.30192,-114.56168,11.84458,5.80574,0.5837,-16.18817,-1.14361,1.86379,2.49396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
271,2/8/2023,3,5,1000103199,Right,T_A,1000110355,Right,T_B,10,Top,0,3,1,3-1,Fastball,Changeup,InPlay,Undefined,FlyBall,FlyBall,Sacrifice,1,1,86.1141,-1.175852,-2.548731,1452.705971,224.95515,1:30,5.83098,0.99791,5.84101,-29.95706,8.2376,6.89016,2.24053,-0.79819,78.10199,-6.748736,-1.313729,0.444808,82.9136,37.186916,11.864246,4612.859537,104.77871,73.73208,33.48764,247.6106,240.23699,26.213897,4.927644,-4.35083,4.9478,-0.79444,50,5.71758,5.27928,-124.85396,-3.55019,-6.78375,28.00731,-24.45948,84.73865,84.08391,8.01211,2.84077,2.47785,0.7694,1000103236,Right,54.65762,-125.89443,14.00366,5.83259,-2.64153,-12.22974,-0.99524,5.53129,-3.39188,205.694654,2.8431,94.76125,-23.91802,5.62418,-1.04117,0.16185,-0.02461,0.00315,-0.00019,2.47915,73.4684,-18.24933,0.65726,0.27684,-0.20127,0.06,-0.00843,0.00045,0.76891,19.93055,2.75055,-1.19496,0.29782,-0.05394,0.00755,-0.00076,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
272,2/8/2023,4,1,1000103199,Right,T_A,1000187798,Right,T_B,10,Top,1,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,79.00233,-1.425962,-0.739853,1874.880257,74.826459,8:30,5.91801,1.09896,5.27776,-45.81542,0.09646,-5.0328,0.76041,-0.01535,72.77806,-9.722644,-1.635473,0.487679,,,,,,,,,,,,2.31106,0.89925,-1.02761,50,5.75422,1.6819,-114.63887,-4.44568,3.06666,21.75974,-30.98078,77.28949,,6.22427,,,,1000103236,Right,55.22148,-115.62572,10.87987,5.92398,-3.04064,-15.49039,-1.10074,1.54282,1.53333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
273,2/8/2023,4,2,1000103199,Right,T_A,1000187798,Right,T_B,10,Top,1,0,1,0-1,Slider,Slider,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,78.39097,0.271395,-1.089117,2020.356144,90.058819,9:00,5.93182,0.72815,5.53942,-44.9025,1.59177,-1.58307,2.44365,-0.42182,71.38293,-7.967612,-1.371741,0.490762,97.24751,4.188796,-22.255713,1738.156329,,,,96.35072,92.81344,-25.444964,0.732751,0.46618,1.15315,-0.63262,50,5.92551,2.22306,-113.72883,-0.93454,0.60384,23.00594,-30.68041,76.80385,3.85173,7.00804,1.98177,2.48449,0.34673,1000103236,Right,54.95923,-114.72763,11.50297,5.93717,0.39745,-15.3402,-0.72857,2.19685,0.30192,,2.03662,130.63914,-20.13134,,,,,,,2.51903,9.77945,-18.09753,,,,,,,0.38343,-54.56171,-3.41367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
274,2/8/2023,5,1,1000103199,Right,T_A,1000051953,Right,T_B,10,Top,1,0,0,0-0,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,78.20614,0.623717,-0.453681,1948.654528,104.382637,9:30,5.89936,1.00898,5.27073,-45.07861,2.06685,-1.80315,2.72872,0.43256,71.19491,-7.615073,-0.773974,0.494187,78.27471,-18.750752,-29.505985,,,,,11.19389,11.19389,-23.66995,0.077844,0.76831,1.26973,-0.96612,50,5.92315,0.96954,-113.43079,-0.29489,0.99109,22.67052,-30.53619,76.27159,2.88197,7.01123,2.8636,2.88197,-0.31271,1000103236,Right,55.22801,-114.47091,11.33526,5.90454,1.1061,-15.2681,-1.00956,0.92407,0.49554,180,2.85978,94.91562,,,,,,,,2.88346,-37.02257,,,,,,,,-0.31054,-53.71376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
1,2/7/2023,1,1,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,0,0,0-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,93.33347,-0.944457,3.899446,2175.158067,107.978272,9:30,5.5252,-2.36663,5.59903,-26.15785,6.42217,-16.53028,2.46151,-0.09802,85.13805,-5.777347,0.955191,0.410816,,,,,,,,,,,,9.44489,3.84099,2.04299,50,5.42723,-8.45406,-135.23837,-3.21949,17.46741,29.87791,-25.07053,91.75025,,8.19542,,,,1000055344,Right,54.90007,-136.31663,14.93895,5.52709,-2.31472,-12.53527,2.35946,-9.08444,8.7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,2/7/2023,1,2,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,0,1,0-1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,84.71314,-0.678703,4.601057,1613.166167,88.153205,9:00,5.13822,-2.74307,5.16945,-39.809,0.83661,-18.85186,1.17998,0.02529,76.79575,-7.927974,1.270765,0.458858,,,,,,,,,,,,10.84623,1.03004,2.32875,50,5.0444,-9.02984,-122.46466,-2.94815,16.28192,26.7863,-30.62777,82.14402,,7.91739,,,,1000055344,Right,55.33001,-123.62498,13.39315,5.14337,-1.62143,-15.31388,2.73518,-9.73514,8.14096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,2/7/2023,1,3,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,0,2,0-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.29503,-0.12357,0.929019,2709.19322,294.187483,3:45,5.41255,-2.45909,4.26585,-46.19392,-3.25839,10.32957,1.44481,-0.70927,76.33749,-8.353457,2.731101,0.471606,,,,,,,,,,,,-4.73788,-1.16658,2.34652,50,5.35139,-2.44005,-120.71225,-2.1892,-6.96409,24.33919,-33.88877,79.9235,,6.95753,,,,1000055344,Right,56.23424,-121.96279,12.1696,5.41914,-0.44802,-16.94438,2.4627,-2.08224,-3.48204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,2/7/2023,1,4,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,1,2,1-2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,82.60286,-0.12792,2.089447,2660.70289,319.775878,4:45,5.40552,-2.61971,4.43164,-55.10263,-11.34032,10.8415,0.69153,0.2779,75.47838,-9.924675,3.986752,0.476126,,,,,,,,,,,,-4.64969,-5.14079,2.3867,50,5.33739,-4.85502,-119.61698,-2.52967,-6.65085,25.81875,-39.52738,79.16491,,7.12448,,,,1000055344,Right,56.06989,-120.92004,12.90938,5.41472,-0.53474,-19.76369,2.62325,-4.51936,-3.32542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,2/7/2023,2,1,1000051614,Left,T_A,1000187793,Left,T_B,1,Top,1,0,0,0-0,Slider,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,93.62887,-1.452149,6.003433,2164.104553,101.886336,9:30,5.43152,-2.42679,5.37128,-27.59368,5.26914,-19.85395,1.76276,1.56804,85.3121,-6.5123,2.498538,0.412595,,,,,,,,,,,,11.62123,3.38469,1.90124,50,5.28116,-13.27081,-135.18412,-4.53315,21.48387,29.74168,-25.91685,91.35464,,8.31677,,,,1000055344,Right,55.12842,-136.30775,14.87084,5.43392,-3.55402,-12.95843,2.41794,-14.08246,10.74194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,2/7/2023,2,2,1000051614,Left,T_A,1000187793,Left,T_B,1,Top,1,1,0,1-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,92.16486,-1.5251,5.03155,2259.80923,108.246675,9:30,5.37911,-2.63405,5.10698,-25.90722,8.72504,-22.51915,1.77735,0.24222,82.83434,-6.307,1.064649,0.423557,,,,,,,,,,,,12.84942,5.19024,2.17735,50,5.21498,-10.62758,-133.02538,-4.56264,22.66022,32.74894,-23.02092,88.99021,,9.33052,,,,1000055344,Right,55.39159,-134.34615,16.37447,5.38027,-3.6342,-11.51046,2.62439,-11.54147,11.33011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,2/7/2023,2,3,1000051614,Left,T_A,1000187793,Left,T_B,1,Top,1,1,1,1-1,Slider,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,81.42486,0.988265,2.015373,2403.341761,290.051386,3:45,5.37846,-2.76674,4.57462,-46.72691,-2.76626,10.99382,2.42554,0.06778,75.36636,-7.367778,3.939886,0.477203,,,,,,,,,,,,-4.80154,-1.125,2.54741,50,5.43736,-4.65733,-118.12779,0.16957,-6.84337,20.67676,-33.77744,78.98612,,6.0585,,,,1000055344,Right,55.92518,-119.16041,10.33838,5.38677,1.85644,-16.88872,2.77147,-4.31556,-3.42169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,2/7/2023,2,4,1000051614,Left,T_A,1000187793,Left,T_B,1,Top,1,1,2,1-2,Slider,Slider,InPlay,Undefined,FlyBall,,Out,1,0,83.86156,0.822318,2.309141,2578.680913,303.359326,4:00,5.42591,-2.64558,4.45859,-46.67581,-4.04103,8.45603,2.32103,0.26205,75.82729,-7.556788,3.786111,0.469952,83.0528,42.979786,1.028655,4218.236084,,,,,94.66861,,,-3.38087,-1.86339,2.39285,50,5.46738,-5.2823,-121.29622,-0.16865,-4.95272,27.42437,-34.90377,80.20488,80.00784,8.03427,2.80148,2.52414,-0.18024,1000055344,Right,56.04029,-122.65429,13.71219,5.43293,1.55981,-17.45188,2.64836,-5.03704,-2.47636,163.414114,2.80148,89.10148,-18.81885,4.70342,-1.00268,0.15978,0.01717,-0.02317,0.00516,2.52414,83.04328,-19.37188,1.30407,-0.19107,0.0907,-0.08377,0.04107,-0.00781,-0.18024,1.5998,-4.58422,1.3573,-0.32195,0.04194,0.0207,-0.01546,0.00322,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
9,2/7/2023,3,1,1000051614,Left,T_A,1000110361,Right,T_B,1,Top,2,0,0,0-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,91.62401,-1.263831,5.681843,2187.628553,115.45422,9:45,5.32597,-2.57818,5.38512,-25.31879,9.50064,-17.17021,2.02541,1.33425,82.15641,-5.96854,2.649292,0.4247,,,,,,,,,,,,10.40682,5.56803,2.08091,50,5.19503,-12.32248,-132.09662,-3.86272,18.07069,32.67218,-22.50556,88.75078,,9.4676,,,,1000055344,Right,55.11044,-133.35462,16.33609,5.32708,-2.99617,-11.25278,2.56877,-13.01827,9.03534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,2/7/2023,3,2,1000051614,Left,T_A,1000110361,Right,T_B,1,Top,2,1,0,1-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.99691,-1.95536,5.261785,1491.698571,123.840408,10:15,5.15404,-2.74011,5.13007,-28.08053,11.02398,-14.15784,0.96397,1.0495,77.96149,-7.144817,2.769988,0.450075,,,,,,,,,,,,8.84229,6.57323,2.25657,50,4.94857,-10.90245,-125.37603,-5.31225,13.77796,30.32831,-21.93174,83.74706,,9.03543,,,,1000055344,Right,55.36614,-126.66744,15.16415,5.15489,-4.37837,-10.96587,2.73329,-11.48913,6.88898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
11,2/7/2023,3,3,1000051614,Left,T_A,1000110361,Right,T_B,1,Top,2,2,0,2-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,91.95032,-0.435082,5.35524,1805.163313,112.832622,9:45,5.40881,-2.67951,5.53858,-26.47718,7.85788,-15.57261,2.79394,1.04267,82.39549,-5.360351,2.595344,0.421736,,,,,,,,,,,,9.55634,4.4941,2.22417,50,5.35372,-11.70364,-132.69494,-1.98546,16.73425,33.12919,-24.30436,89.37452,,9.55483,,,,1000055344,Right,54.95684,-133.92677,16.5646,5.41074,-1.08176,-12.15218,2.67091,-12.32586,8.36712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
12,2/7/2023,3,4,1000051614,Left,T_A,1000110361,Right,T_B,1,Top,2,3,0,3-0,Fastball,Sinker,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,92.59243,-1.48505,3.32605,2090.089661,117.418583,10:00,5.33331,-2.69848,5.13464,-25.29001,8.84607,-14.62792,1.82466,-0.78181,83.38554,-6.15501,0.740652,0.420512,106.36326,10.901262,-2.02041,5186.748171,109.81837,14.73699,-6.30677,223.74427,223.74427,-5.052408,1.915063,8.43103,5.22709,2.39843,50,5.17463,-7.08955,-133.9274,-4.45882,15.06565,33.28242,-22.83361,89.63468,14.86244,9.20689,1.82298,1.99586,0.69878,1000055344,Right,55.36391,-135.25382,16.64121,5.3342,-3.54882,-11.4168,2.69294,-7.68997,7.53282,117.399873,1.82299,153.08885,-27.74042,6.08306,-1.38357,0.30207,-0.06171,0.00951,-0.00075,1.99586,29.50212,-17.94539,1.3268,-0.19258,0.02633,-0.00209,0.0002,-2.00E-05,0.69878,-5.40063,-5.75285,2.61562,-0.84563,0.2325,-0.05378,0.00887,-0.00073,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
13,2/7/2023,4,1,1000051614,Left,T_A,1000051968,Left,T_B,1,Top,2,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,84.34039,-0.050516,2.959226,2674.462569,333.794598,5:15,5.42605,-2.50949,4.10767,-48.91912,-6.42685,3.8754,1.30092,0.65573,76.85042,-8.729312,3.632014,0.469166,,,,,,,,,,,,-0.95339,-2.6763,2.17422,50,5.36741,-6.4914,-121.95429,-2.22559,-1.42127,26.25809,-36.16371,80.33929,,7.48996,,,,1000055344,Right,56.39157,-123.32279,13.12905,5.43429,-0.34084,-18.08186,2.5106,-6.41733,-0.71063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
14,2/7/2023,4,2,1000051614,Left,T_A,1000051968,Left,T_B,1,Top,2,0,1,0-1,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,92.32378,-0.782755,4.065175,2019.232163,105.614893,9:30,5.43803,-2.35698,5.20303,-28.36879,5.738,-16.22863,2.33587,0.12039,83.50206,-5.994949,1.196746,0.420331,100.52812,3.940298,-2.902057,1259.557337,,,,82.27989,82.00933,-2.927893,0.594745,9.38016,3.43788,1.99301,50,5.34416,-8.7223,-133.55314,-2.94818,16.76367,31.58533,-26.03011,89.67313,3.48841,8.82172,2.32078,2.49003,-0.08784,1000055344,Right,55.29576,-134.79977,15.79267,5.44025,-1.92081,-13.01506,2.35032,-9.38394,8.38183,1.456894,2.35148,146.20615,-20.25016,,,,,,,2.52626,9.30562,-22.88334,,,,,,,-0.08886,-7.424,0.85497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
15,2/7/2023,5,1,1000051614,Left,T_A,1000049656,Right,T_B,1,Top,2,0,0,0-0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,83.40826,-0.027723,2.175418,2583.270219,332.433814,5:00,5.44828,-2.58233,4.37742,-50.8377,-7.44855,4.72752,1.18532,-0.11003,75.34277,-9.112336,3.001513,0.474091,,,,,,,,,,,,-1.57083,-3.24437,2.34442,50,5.39441,-4.79979,-120.60307,-2.15988,-2.2647,28.07485,-36.85156,79.5046,,8.0655,,,,1000055344,Right,56.12171,-122.01981,14.03743,5.45648,-0.30025,-18.42578,2.58375,-4.68551,-1.13235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
16,2/7/2023,5,2,1000051614,Left,T_A,1000049656,Right,T_B,1,Top,2,0,1,0-1,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,82.83538,-0.943699,3.77592,2560.229611,318.305408,4:30,5.38727,-2.58475,4.481,-47.87762,-4.09469,5.03992,0.49598,1.43932,75.25741,-9.489993,4.655751,0.476238,,,,,,,,,,,,-1.22689,-1.26571,2.18188,50,5.24169,-8.12637,-119.64252,-3.90986,-1.74907,26.63037,-33.97844,79.14626,,7.57798,,,,1000055344,Right,56.01731,-120.97446,13.31518,5.39474,-2.21041,-16.98922,2.58614,-8.03888,-0.87454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
17,2/7/2023,5,3,1000051614,Left,T_A,1000049656,Right,T_B,1,Top,2,0,2,0-2,Slider,Slider,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,83.62378,-0.777557,1.695354,2699.602973,293.007165,3:45,5.49834,-2.40033,4.38598,-46.27097,-3.36457,11.48942,0.89967,0.17626,76.00326,-9.042652,3.703629,0.471447,,,,,,,,,,,,-5.07587,-1.03146,2.2069,50,5.36923,-4.11054,-121.01269,-3.54063,-7.4097,27.04349,-33.67976,79.95061,,7.62052,,,,1000055344,Right,56.11358,-122.37131,13.52175,5.5046,-1.84863,-16.83988,2.40405,-3.73829,-3.70485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
18,2/7/2023,1,1,1000036180,Right,T_B,1000110355,Right,T_A,1,Bottom,0,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Double,0,0,93.56049,-1.586673,-3.525275,2292.353169,211.467372,1:00,5.37611,2.1467,6.70168,-13.17639,18.12607,10.42764,2.82418,-0.21174,84.63965,-4.172804,-1.630048,0.402681,91.34882,8.409854,27.470145,3428.723799,94.01008,8.75794,57.11456,168.24576,167.7399,34.125961,1.553461,-6.61678,10.39288,-1.91607,50,5.26499,7.95103,-135.72401,-4.06759,-12.20943,32.69244,-12.99688,93.60381,9.61248,8.92084,1.73623,3.10267,-0.03625,1000103236,Right,53.79697,-136.63554,16.34622,5.37335,-3.70521,-6.49844,-2.1425,8.29146,-6.10471,,1.73623,117.59398,-24.06381,4.67959,-1.07196,0.24365,-0.05279,0.00908,-0.00083,3.10267,19.59471,-15.57799,1.41525,-0.30377,0.07588,-0.01578,0.00268,-0.00025,-0.03625,61.1377,-0.11857,-0.09966,0.02607,-0.00615,0.00117,-0.00018,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
